checkpoint,test_loss,mAP@0.5,precision,recall,f1_score,true_positives,false_positives,total_gt,total_loss,cls_loss,box_loss,obj_loss
outputs/checkpoints/checkpoint_optimized_v3_epoch_20.pth,0.06878178084457431,0.5573676093800906,0.7139784942397964,0.7109207704973657,0.7124458515517702,1328,532,1868,0.06878178084457431,0.033408243905676364,0.03368479354415926,0.0008443716406595235
