checkpoint,test_loss,mAP@0.5,precision,recall,f1_score,true_positives,false_positives,total_gt,total_loss,cls_loss,box_loss,obj_loss
outputs/checkpoints/best_model.pth,0.20550497955749356,0.582157036971609,0.5701468186908047,0.748394003882016,0.6472217310604718,1398,1054,1868,0.20550497955749356,0.08310670901166327,0.024337738194137475,0.0007095792695879398
