checkpoint,test_loss,mAP@0.5,precision,recall,f1_score,true_positives,false_positives,total_gt,total_loss,cls_loss,box_loss,obj_loss
outputs/checkpoints/best_model.pth,0.2871060005237101,0.705264283705846,0.5599999986,0.7368421028393352,0.6363631438536842,224,176,304,0.2871060005237101,0.04003459056129755,0.04910033443771607,0.0015697355066011517
